PLAYER,YEAR,POS,HEIGHT,HEIGHT_W_SHOES,REACH,WEIGHT,WINGSPAN,WING DIFF,SHUTTLE_RUN,THREE_QUARTER_SPRINT,STANDING_VERTICAL,MAX_VERTICAL,BENCH_PRESS,BODY_FAT,HAND L,HAND W
Omri Casspi,2009,WING,79.75,81.25,106.5,211.2,81.25,1.5,,3.28,25.5,32.5,2,8.60%,,
Orlando Johnson,2012,WING,75.75,77.25,99,223.8,83.25,7.5,,3.25,32,39.5,13,7.00%,9,9.5
Oshea Brissett,2019,COMBO F,79,80,104,203.2,84,5,3.18,3.48,34,37.5,11,2.90%,9,9.5
Othello Hunter,2008,COMBO F,78.5,79.5,109.5,220,87,8.5,,3.18,28,34.5,7,6.40%,,
Otto Porter,2013,WING,79.5,80.5,105.5,197.6,85.5,6,3.06,3.4,27,36,9,6.70%,8.75,9.25
P.J. Hairston,2014,WING,76.25,77.25,101,228.8,81,4.75,,3.32,32,37,,8.20%,8.75,9.75
P.J. Washington,2019,WING,78.5,80,106.5,230.4,86.25,7.75,,,,,,8.60%,9,10.25
Pape Sow,2004,BIG,80.5,82,108.5,233,86,5.5,,3.27,28,31.5,18,9.30%,,
Pascal Siakam,2016,BIG,80.25,81.5,107.5,226.6,87.25,7,3.09,3.41,30.5,36.5,,5.20%,9.25,10
Pat Calathes,2008,COMBO F,80.75,81.75,106,204,81.75,1,,,,,7,7.30%,,
Pat Connaughton,2015,WING,76,77.25,96,215,80,4,3.08,3.2,37.5,44,13,10.20%,8.5,9.25
Patric Young,2014,BIG,80.5,82,103.5,246.8,85.75,5.25,3.06,3.43,32,37.5,,5.50%,9.25,9.5
Patrick Ewing Jr.,2008,COMBO F,78,79.25,97.5,224,84.25,6.25,,3.43,35,42,2,9.40%,,
Patrick McCaw,2016,COMBO G,77.25,78.75,100.5,180.8,82,4.75,2.97,3.3,30,38,,4.70%,8.75,8.75
Patrick O'Bryant,2006,BIG,83,84,113,249,89.75,6.75,,3.63,26.5,30,13,10.00%,,
Patrick Patterson,2010,BIG,80,81.25,107,239.6,85.25,5.25,,3.25,28.5,33.5,17,5.30%,9.25,10.25
Patty Mills,2009,PG,71.25,72.5,95,175.4,74,2.75,,3.1,27.5,33,8,6.90%,,
Paul George,2010,WING,79.75,80.75,107,214.4,83.25,3.5,,,,,4,5.00%,8.5,9
Paul Miller,2006,BIG,80.5,81.25,101.5,251,84,3.5,,3.66,29,35.5,25,13.80%,,
Paul Millsap,2006,BIG,78.25,79.25,105.5,258,85.5,7.25,,3.3,28.5,32.5,15,9.70%,,
Pavel Podkolzin,2003,BIG,87.5,,116,303,89.75,2.25,,3.8,19.5,22.5,5,16.30%,,
Pepe Sanchez,2000,PG,75,,96,194,75.5,0.5,,3.44,26,31,8,,,
Perry Ellis,2016,BIG,79,80.25,102,217.8,82.25,3.25,3.03,3.13,32,38,,4.60%,8,8.5
Perry Jones,2012,COMBO F,82.25,83.25,107,233.8,85.75,3.5,,3.19,33,38.5,11,4.60%,9.25,9.5
Pete Mickeal,2000,WING,77,,103.5,222,81.5,4.5,,3.06,28,34.5,8,,,
Peter Fehse,2002,BIG,82,,109,220,84.5,2.5,,,,,,,,
Peter Jok,2017,WING,76.25,77.75,102,202.4,80,3.75,2.93,3.41,26.5,31,,11.00%,8.25,9.5
Peter Ramos,2004,BIG,85.75,87.25,111.5,266,89.5,3.75,,3.6,24,26.5,2,6.70%,,
Peyton Siva,2013,PG,71.5,73,93,180.6,75,3.5,2.93,3.16,33.5,41.5,15,6.10%,8,9.75
Phil Pressey,2013,PG,69.5,71.5,92,177,74.25,4.75,3.02,3.13,33,38.5,7,4.70%,7.75,9.75
Pierre Jackson,2013,PG,69.5,70.5,90,176,70,0.5,,,,,,4.50%,7.5,8.25
PJ Dozier,2017,WING,77.25,78.75,101,200.6,83,5.75,2.98,3.15,34,39,,6.10%,8.5,9.5
PJ Washington,2018,BIG,78.5,80,106,223,86.5,8,3.42,3.2,27,34,,6.90%,9,10.25
Pops Mensah-Bonsu,2006,BIG,79.5,81,105.5,232,84,4.5,,3.29,31.5,36,19,5.80%,,
Predrag Savovic,2002,WING,76.75,,102,212,79,2.25,,3.38,22.5,28.5,13,,,
Preston Shumpert,2002,WING,78,,103.5,197,80.5,2.5,,3.24,28.5,29,9,,,
Primoz Brezec,2000,BIG,84.75,,110,243,86,1.25,,3.55,26,29.5,,,,
Quan Prowell,2008,COMBO F,78.75,79.75,103.5,225.5,82.5,3.75,,3.14,32,36,16,6.50%,,
Quentin Grimes,2019,WING,76,77.25,100.5,209.6,79.75,3.75,3.28,3.2,27.5,36,6,8.40%,8.25,10
Quincy Acy,2012,BIG,78.5,79.75,106.5,223.8,86.75,8.25,,3.28,32,37,13,7.10%,9.5,11
Quincy Miller,2012,WING,80.75,82,105,218.7,85.25,4.5,,3.48,30.5,36,8,7.80%,9.25,10.25
Quinn Cook,2015,PG,72.25,74,96.5,179,76,3.75,3.41,3.38,24.5,31,14,6.70%,7.5,8.75
Quinndary Weatherspoon,2019,WING,75,76.25,100,206.6,81,6,3.15,3.16,31,38,-,6.10%,8.5,9
Quinton Hosley,2007,WING,77,79.75,105,215,83.25,6.25,,3.32,28.5,34,12,5.70%,,
Qyntel Woods,2002,WING,79,,105,213,82,3,,3.23,33.5,34.5,2,,,
R.J. Hunter,2015,WING,76.5,78,104,185,82.5,6,2.91,3.26,27.5,33.5,1,6.00%,8.5,8.25
Rakeem Christmas,2015,BIG,80.25,81.75,110.5,242.6,89.25,9,3.3,3.47,29,32,9,9.60%,9.25,9
Ramel Bradley,2008,COMBO G,73.25,74.25,98,184,77,3.75,,3.24,24.5,29.5,9,5.70%,,
Ramon Sessions,2007,PG,74,75.75,97.5,185,76.25,2.25,,3.27,29.5,33.5,8,6.20%,,
Randall Orr,2004,COMBO F,81,82.75,107.5,193,82.5,1.5,,3.27,26.5,33,6,6.70%,,
Randy Foye,2006,COMBO G,74.25,75.25,97,212,78.25,4,,3.23,32,38,14,10.00%,,
Randy Holcomb,2002,COMBO F,79,,105,225,85,6,,3.22,29.5,35.5,15,,,
Rashad Anderson,2006,WING,75.25,76.5,100,224,79,3.75,,3.48,27.5,32.5,13,17.30%,,
Rashad Jones-Jennings,2007,BIG,78,79.5,105.5,235,84,6,,3.29,25,30,20,5.90%,,
Rashad McCants,2005,WING,74.75,76,103.5,201,82.75,8,,3.11,32.5,34.5,15,,,
Rashad Phillips,2001,PG,69,,92,166,73.5,4.5,,3.27,27,32,5,12.40%,,
Rashad Vaughn,2015,WING,75.75,77,101,198.6,79,3.25,3.1,3.21,28,34,5,6.20%,8,8.5
Rashad Wright,2004,PG,72.5,73.75,98.5,190,82,9.5,,3.28,28.5,32.5,10,8.00%,,
Rashaun Freeman,2007,BIG,78,80,104,244,83.5,5.5,,3.41,28,32,20,11.50%,,
Rasual Butler,2002,WING,78.75,,105.5,198,84,5.25,,3.29,31.5,37.5,10,,,
Rawle Alkins,2018,WING,74.75,76.26,99,217.4,80.75,6,3.09,3.18,32.5,40.5,,8.90%,8.5,10
Rawle Marshall,2005,WING,76.5,77.75,104,186.6,85,8.5,,3.21,30.5,37,7,,,
Ray McCallum,2013,PG,72.25,73.75,96.5,191.4,75.25,3,3.08,3.25,30.5,40,5,7.30%,8,8.75
Raymond Felton,2005,PG,71.5,72.25,98,199.4,76.25,4.75,,3.06,29,33.5,6,,,
Reed Rawlings,2000,WING,78.25,,104,218,81.25,3,,3.27,28.5,33.5,13,,,
Reggie Bullock,2013,WING,77.75,79,102,199.8,80.75,3,3.3,3.31,31,36.5,11,7.00%,8.5,9
Reggie Evans,2002,BIG,79.5,,107.5,250,86.5,7,,3.26,26,29.5,15,,,
Reggie Perry,2019,COMBO F,80,81.25,106,250.8,84.5,4.5,3.4,3.3,28.5,31.5,15,6.70%,9,10
Reggie Williams,2008,WING,75.25,76,103,199,81.25,6,,3.07,31.5,36.5,15,5.30%,,
Renaldas Seibutis,2007,WING,76,77.75,101,185,80.75,4.75,,3.39,24,32.5,1,6.10%,,
Renaldo Balkman,2006,COMBO F,77.25,78.5,104.5,206,85,7.75,,3.22,30.5,35,9,4.90%,,
Reyshawn Terry,2007,WING,78.75,79.5,103.5,222,82,3.25,,3.26,31,37.5,18,8.90%,,
Rich Melzer,2004,COMBO F,79.5,80.75,107,229,86,6.5,,3.39,24.5,28.5,8,12.40%,,
Richard Hendrix,2008,BIG,78.75,80.75,108,250,87,8.25,,3.27,26.5,28,13,9.20%,,
Richard Howell,2013,BIG,78.25,79.5,105.5,249.6,82.25,4,,,,,,8.80%,8.75,9.5
Richard Jefferson,2001,WING,79.25,,103,223,84,4.75,,3.15,33,38.5,14,6.70%,,
Richard Roby,2008,WING,76.25,77.5,104,203,81.75,5.5,,,,,,9.20%,,
Richaun Holmes,2015,BIG,80.25,81.5,108,242.8,85.5,5.25,3.31,3.32,32.5,36,15,8.80%,8.5,8.5
Rick Anderson,2003,COMBO F,80.25,,106.5,216,83,2.75,,3.4,26,30.5,6,9.90%,,
Rick Jackson,2011,BIG,80.25,81.25,106.5,241.8,86,5.75,,3.26,28.5,33,9,8.30%,8.75,9.5
Rickey Paulding,2004,WING,74.75,76,101.5,210,81.5,6.75,,3.17,30,36,17,5.30%,,
Ricky Ledo,2013,WING,76.75,78,102.5,197.2,79.25,2.5,3.16,3.32,27,33.5,4,10.30%,8.5,9.25
Ricky Minard,2004,COMBO G,75.25,76.25,101.5,198,79,3.75,,3.1,27.5,33,13,8.00%,,
Robb Dryden,2001,BIG,85,,110.3,241,86.5,1.5,,3.46,27,30,8,8.00%,,
Robbie Hummel,2012,WING,79.25,80.5,102,218,80.5,1.25,,3.41,27.5,30,13,9.40%,8.5,9.5
Robert Archibald,2002,BIG,82,,109.5,250,83.75,1.75,,3.33,24,27.5,10,,,
Robert Carter Jr,2016,BIG,78.75,80.5,106.5,250.6,87.25,8.5,3.15,3.65,24.5,30.5,,12.50%,8.75,9.5
Robert Covington,2013,COMBO F,78.25,79.5,106,208.6,85.75,7.5,3.1,3.34,29.5,36,9,4.70%,9,8.5
Robert Jackson,2003,BIG,79.75,,107.5,254,84,4.25,,3.25,23.5,26,15,15.90%,,
Robert Upshaw,2015,BIG,82.75,84,113,258.2,89.5,6.75,,,,,,12.50%,10,11
Robert Vaden,2008,WING,75.5,76.5,101,199,80,4.5,,3.4,26,29.5,10,6.20%,,
Robert Whaley,2005,BIG,80,81,108,269.4,86,6,,3.25,28.5,33.5,15,,,
Rod Grizzard,2002,WING,78,,107,193,84,6,,,,,6,,,
Rodney Carney,2006,WING,76.5,77.75,103.5,204,82,5.5,,3.06,32,38.5,10,5.30%,,
Rodney Hood,2014,WING,79.25,80.5,103,208.2,80.5,1.25,3.14,3.38,29,36,,7.50%,8.5,8.5
Rodney Stuckey,2007,COMBO G,75.75,76.5,100.5,207,79.25,3.5,,3.11,30.5,35,14,6.10%,,
Rodney White,2001,WING,79.5,,104.5,243,83.5,4,,3.47,27.5,33,16,9.30%,,
Rodrigue Beaubois,2009,PG,73.25,74.25,100,182.4,81.75,8.5,,3.15,29.5,39,3,7.90%,,
Roger Powell,2005,WING,76.75,78,104,218.6,83.5,6.75,,,,,,,,
Rolan Roberts,2002,BIG,77.75,,105.5,241,85,7.25,,3.33,32.5,37.5,16,,,
Rolando Howell,2004,BIG,79.5,80.5,107,229,84.5,5,,3.28,28.5,34.5,,11.70%,,
Romain Sato,2004,WING,74,75.25,102.5,204,83,9,,3.18,31.5,35.5,8,6.00%,,
Romeo Langford,2019,COMBO G,76.5,78,103,,83,6.5,,,,,,,9,9
Ron Baker,2016,WING,75.25,76.25,97.5,212.4,81.75,6.5,2.96,3.45,30,35.5,,7.90%,8.75,9.5
Ron Hale,2000,WING,79.5,,104.5,202,83,3.5,,3.2,29.5,34.5,11,,,
Ron Lewis,2007,WING,74,76.5,99,194,78.5,4.5,,3.22,33,38,16,4.50%,,
Ron Slay,2003,COMBO F,78,,103.5,236,82,4,,3.43,28.5,31.5,10,16.30%,,
Ronald Dupree,2003,WING,78,,101,209,80.25,2.25,,3.23,37.5,41.5,11,6.70%,,
Ronald Murray,2002,WING,75,,100.5,197,79.5,4.5,,3.16,31,36.5,9,,,
Ronald Steele,2008,PG,72.25,73.5,97.5,183.5,76.25,4,,3.26,25,29.5,5,8.10%,,
Rondae Hollis-Jefferson,2015,WING,77.5,79,104,210.8,86,8.5,3.19,3.12,32,38,13,5.00%,8.75,9.75
Ronnie Brewer,2006,COMBO G,77.75,78.75,103.5,223,83.25,5.5,,3.14,35,41,19,5.00%,,
Ronnie Price,2005,PG,72.75,74.25,96.5,184.8,77.5,4.75,,3.29,31.5,39,11,,,
Ronny Turiaf,2005,BIG,80,81.25,106.5,237.8,85.5,5.5,,3.23,30.5,33,15,,,
Royce White,2012,BIG,79,80,104.5,260.6,84,5,,,,,,10.60%,9.5,11.5
Ruben Boumtje-Boumtje,2001,BIG,83.5,,111,245,88,4.5,,3.33,26.5,31,6,6.00%,,
Ruben Douglas,2003,WING,75.5,,100.5,193,79.25,3.75,,3.27,28.5,35,9,6.00%,,
Rudy Fernandez,2005,WING,76.75,78,101.5,172,79.5,2.75,,3.33,26.5,35.5,0,,,
Rudy Gay,2006,COMBO F,79,80,107.5,222,87,8,,3.32,33,40.5,9,5.70%,,
Rudy Gobert,2013,BIG,84.5,86,115,237.6,92.5,8,3.19,3.57,25,29,7,4.40%,9.75,10
Russ Smith,2014,PG,71.5,72.75,95,160,75.5,4,3.01,3.27,29.5,34,,3.50%,8.25,8.5
Russell Carter,2007,WING,75,76.5,97.5,221,80.5,5.5,,3.29,33,38.5,25,6.00%,,
Russell Robinson,2008,PG,72.5,73.5,100.5,196,80,7.5,,3.15,25,31.5,8,7.40%,,
Russell Westbrook,2008,PG,74.25,75.5,100,192,79.75,5.5,,3.08,30,36.5,12,4.80%,,
Ryan Boatright,2015,PG,70,71,92.5,169.6,72.5,2.5,3.05,3.26,32,41,10,6.60%,7.5,8.75
Ryan Carroll,2001,WING,76,,99,202,80.25,4.25,,3.1,34.5,39,14,8.00%,,
Ryan Gomes,2004,COMBO F,78.5,79.75,106.5,248,86,7.5,,3.24,26.5,30.5,9,,,
Ryan Humphrey,2002,COMBO F,78,,104.5,223,84,6,,3.2,31.5,37.5,13,,,
Ryan Kelly,2013,BIG,81.75,83.75,110,228,83.5,1.75,,,,,,14.80%,9,10
Ryan Richards,2010,BIG,82.5,83.75,110,230.2,85.5,3,,3.37,25,28.5,4,8.00%,9,9.75
Ryvon Covile,2007,BIG,79,80.5,107.5,250,85.25,6.25,,3.37,25,30.5,19,8.00%,,
Sagaba Konate,2018,BIG,78.5,79.5,106.5,246,84,5.5,3.36,3.28,31.5,35,,7.40%,9.25,10
Sam Clancy,2001,BIG,78.25,,107,242,86.75,8.5,,3.13,31,34,15,8.00%,,
Sam Dekker,2015,WING,79.75,81,106,218.6,83.5,3.75,2.96,3.28,25.5,34.5,5,7.50%,8.5,9.25
Sam Hoskin,2003,BIG,79.25,,107.5,261,82.75,3.5,,,,,24,,,
Sam Young,2009,WING,77.25,78.75,105.5,222.8,82.75,5.5,,3.45,27.5,33,,4.90%,,
Sammy Mejia,2007,WING,77,79,105,218,83,6,,3.49,27,31.5,7,8.30%,,
Sani Ibrahim,2003,BIG,80.5,,109.5,229,85,4.5,,3.4,26,30.5,12,9.30%,,
Sasha Kaun,2008,BIG,81,82.75,110,247,88,7,,3.2,29,32,13,9.60%,,
Sasha Vujacic,2003,COMBO G,77.5,,101,193,77.5,0,,,,,0,14.10%,,
Schea Cotton,2000,WING,76.25,,100,219.5,79,2.75,,3,34,38,19,,,
Scott Machado,2012,PG,73,74,94.5,205.8,76,3,,3.3,27,32.5,17,5.80%,8.5,9.5
Scotty Hopson,2011,WING,77.75,78.5,103.5,204.6,82.5,4.75,,3.18,32.5,36,10,4.80%,8.5,10
Sean Banks,2005,WING,77.75,79,108,206.4,85,7.25,,3.35,25,31.5,7,,,
Sean Dockery,2006,COMBO G,72.75,74,95.5,182,76.5,3.75,,3.34,29,33,4,7.30%,,
Sean Kennedy,2002,PG,72.75,,96,182,74.5,1.75,,3.28,22.5,26.5,0,,,
Sean Kilpatrick,2014,WING,74.5,76.25,99,218.7,79,4.5,,,,,,9.20%,9,9
Sean Lampley,2001,WING,77.5,,101,213,81.25,3.75,,3.12,36,40,12,8.00%,,
Sean May,2005,BIG,79,80.5,105,258.8,85.25,6.25,,3.29,30,33,12,,,
Sean Singletary,2008,PG,71,72,95,183.8,76.5,5.5,,,26,,18,4.20%,,
Semaj Christon,2014,PG,73.5,75.25,99,186,78.5,5,3.21,3.32,30.5,36.5,,5.30%,8.5,8.25
Semi Ojeleye,2017,WING,77.25,78.75,102,241.4,81.75,4.5,3.07,3.16,35,40.5,,5.50%,8.75,9.5
Sergei Lishouk,2004,COMBO F,82.25,83.5,109.5,244,84,1.75,,,,,,10.50%,,
Seth Curry,2013,WING,73,75,97.5,179.2,76,3,,,,,,9.60%,8,8.25
Shabazz Muhammad,2013,WING,76.75,78.25,104.5,221.8,83,6.25,2.93,3.32,29.5,37,10,9.00%,9,10
Shabazz Napier,2014,PG,71,73,93,175.2,75.25,4.25,3.13,3.2,30.5,37.5,,7.40%,8.25,8.5
Shaheen Holloway,2000,PG,69.5,,91,174,70,0.5,,3.32,,,6,,,
Shai Gilgeous-Alexander,2018,PG,76.5,78,104,180,83.5,7,,,,,,3.00%,9,9
Shake Milton,2018,COMBO G,76.5,77.5,99.5,207.2,84.75,8.25,3.19,3.25,29.5,33,,6.80%,8.75,9.5
Shamorie Ponds,2019,PG,71.5,72.5,96.5,180,75.5,4,3.07,3.2,29,37,0,9.80%,7.75,8
Shan Foster,2008,WING,76,77.25,103.5,194.5,83.5,7.5,,3.24,30,33,10,6.30%,,
Shane Battier,2001,COMBO F,80.25,,105,229,82.5,2.25,,3.3,29.5,33,12,9.30%,,
Shane Larkin,2013,PG,70.25,71.5,89.5,170.8,70.75,0.5,3.03,3.08,34.5,44,12,3.80%,7.5,8.75
Sharrod Ford,2005,BIG,79.25,80.25,106,212.8,85.5,6.25,,3.2,28.5,37,9,,,
Shaun Livingston,2004,COMBO G,78.25,79.5,105.5,186,83,4.75,,3.23,26.5,30,,6.70%,,
Shaun Pruitt,2008,BIG,80.25,81,107.5,242.2,85,4.75,,3.4,27,32.5,10,13.80%,,
Shawn James,2008,BIG,79.75,81,111,217,89,9.25,,,,,6,9.20%,,
Shawne Williams,2006,COMBO F,79.25,80.75,104,227,87,7.75,,3.3,32,31,,8.00%,,
Shelden Williams,2006,BIG,79.5,80.5,104,258,88.25,8.75,,3.59,29,33.5,25,11.40%,,
Sheldon McClellan,2016,WING,77,78.25,99.5,198.2,79,2,3.04,3.26,35,41.5,,4.80%,8,8
Shelvin Mack,2011,PG,73,74.5,96.5,209,79.5,6.5,,3.18,32,39,17,7.10%,8.25,9.25
Sherron Collins,2010,PG,70.25,71.75,94,217.2,74.5,4.25,,3.24,27.5,33,,9.20%,8.5,9.5
Simisola Shittu,2019,BIG,80.5,81.5,106,227.2,85.25,4.75,3.24,3.3,27,35.5,11,6.20%,8.75,8.5
Sindarius Thornwell,2017,WING,75.5,76.75,103,211.6,82,6.5,3.03,3.36,27,30.5,,7.80%,8.75,8.75
SirValiant Brown,2001,PG,71,,92.5,176,76,5,,3,31,39.5,10,6.70%,,
Skal Labissiere,2016,BIG,82.5,83.75,105.5,215.8,86.5,4,,,,,,5.70%,8.75,9
Smush Parker,2002,COMBO G,74.5,,107.5,179,82,7.5,,3.26,21,28.5,1,,,
Solomon Alabi,2010,BIG,83.5,84.75,113,237.4,89,5.5,,3.68,22.5,26,10,5.00%,9.25,9.25
Solomon Hill,2013,WING,77.5,79,103,226,81,3.5,2.91,3.19,29.5,37.5,14,7.60%,9,10.5
Solomon Jones,2006,BIG,80.5,81.75,109,224,88.75,8.25,,3.3,32,39,6,7.40%,,
Sonny Weems,2008,WING,76,77.5,104,193,82,6,,2.96,29,36.5,12,4.40%,,
Souleymane Camara,2003,COMBO F,81.75,,109,211,86.25,4.5,,3.2,28.5,34.5,2,9.90%,,
Souleymane Wane,2001,BIG,80.5,,109,235,89,8.5,,3.46,29,30.5,9,11.20%,,
Spalding Ray,2018,BIG,81,82.25,109,215.4,88.75,7.75,3.19,3.34,26,32,,5.60%,9.25,9
Speedy Claxton,2000,PG,70.5,,94.5,166,72,1.5,,3.06,36,42.5,6,,,
Spencer Dinwiddie,2014,PG,76.5,78,103,204.9,80.25,3.75,,,,,,5.40%,8.25,9
Spencer Hawes,2007,BIG,82,84.75,110,244,84.5,2.5,,3.51,26,29,9,13.00%,,
Stanley Burrell,2008,PG,73.5,74.5,97.5,201,78.25,4.75,,3.19,29.5,34.5,21,5.60%,,
Stanley Johnson,2015,WING,77,78.5,102,241.8,83.5,6.5,,,,,,7.50%,9,9
Stanley Robinson,2010,WING,78.5,79.75,107.5,213.2,84,5.5,,3.23,,37.5,6,8.30%,9,9
Stephane Lasme,2007,BIG,77,79,107,213,86,9,,3.22,29.5,36,17,4.90%,,
Stephane Pelle,2003,COMBO F,79,,107,246,86,7,,3.27,28.5,33,17,12.40%,,
Stephen Curry,2009,COMBO G,74,75.25,97,181,75.5,1.5,,3.28,29.5,35.5,10,5.70%,,
Stephen Zimmerman,2016,BIG,82.25,83.75,108.5,234,87.25,5,3.16,3.43,26,31,,11.20%,9,9
Steve Logan,2002,PG,70,,92.5,207,71.75,1.75,,,,,11,,,
Steve Novak,2006,WING,80,81.25,103,216,81.5,1.5,,3.37,24.5,31,5,8.10%,,
Steven Adams,2013,BIG,82.75,84,109.5,254.5,88.5,5.75,3.02,3.4,28.5,33,16,6.70%,9.5,11
Steven Hunter,2001,BIG,82.25,,108,224,88,5.75,,3.15,30.5,38.5,11,5.30%,,
Steven Smith,2006,COMBO F,79.5,81.25,104,238,84.5,5,,3.4,29.5,34.5,15,7.80%,,
Svi Mykhailiuk,2017,WING,78.5,79.5,100,219.6,77,-1.5,3.25,3.53,27,33,,11.40%,8,9.25
Sviatoslav Mykhailiuk,2018,WING,78.5,79.75,100,211.6,76.75,-1.75,3.17,3.15,30.5,37,,8.50%,8.25,9.5
Sylven Landesberg,2010,WING,76.75,78.25,100.5,210,81,4.25,,3.36,28,32,8,11.60%,8.75,10.75
Sylvere Bryan,2002,BIG,81,,109.5,226,88.5,7.5,,3.2,28.5,29.5,13,,,
T.J. Ford,2003,PG,71,,93.5,162,71.5,0.5,,3.2,32.5,39.5,0,6.70%,,
T.J. Warren,2014,WING,79,80.25,104,220.2,82.25,3.25,3.04,3.26,27,35.5,,8.00%,8.75,9
Tacko Fall,2019,BIG,89.25,91,122.5,288.8,98.25,9,3.46,3.78,22,26.5,8,6.80%,10.5,10.5
Taj Gibson,2009,BIG,80.5,81.75,109,214.4,88,7.5,,3.41,25.5,30,12,6.60%,,
Taj Gray,2006,COMBO F,79.25,80.5,107,231,84.75,5.5,,3.45,28.5,33,10,6.80%,,
Takais Brown,2008,BIG,79.25,80.5,106,252,82,2.75,,3.25,29,31,22,9.20%,,
Talen Horton-Tucker,2019,COMBO G,74.5,76,103,235.4,85.25,10.75,3.43,3.34,26,34.5,10,8.40%,9.5,9.75
Tamar Slay,2002,WING,78.75,,104,203,83.5,4.75,,3.09,32.5,38,11,,,
Taquan Dean,2006,COMBO G,74,75,98,183,78.75,4.75,,3.2,30.5,34.5,16,3.90%,,
Tarence Kinsey,2006,WING,76.75,77.5,100.5,179,78.75,2,,3.3,29,35.5,5,4.10%,,
TaShawn Thomas,2015,BIG,79.25,80,108,240.2,86,6.75,3.24,3.47,26,30.5,9,12.40%,9,9.25
Tate Decker,2001,WING,81.25,,107,218,83.75,2.5,,3.47,25.5,28.5,13,13.60%,,
Taurean Green,2007,PG,71,72.75,96,173,74.25,3.25,,3.26,29,32.5,8,4.60%,,
Taurean Prince,2016,WING,78.5,79.75,102,220.2,83.5,5,2.8,3.24,34,36,,6.50%,9,8.5
Taylor Coppenrath,2005,COMBO F,79.75,81.25,106.5,252.4,83.5,3.75,,3.44,24.5,27,5,,,
Teddy Dupay,2002,PG,69.5,,90.6,178,70.75,1.25,,3.19,28,33,16,,,
Tedric Hill,2006,COMBO F,79.75,81,107,236,85,5.25,,3.24,30,36.5,1,7.30%,,
Terance Mann,2019,WING,76.75,78.5,101,204.6,79.75,3,3.14,3.3,32.5,38.5,6,4.00%,9.5,9.25
Terence Davis,2019,COMBO G,75,76.5,101,192.4,80.75,5.75,2.96,3.28,29.5,34,13,4.10%,9.25,10.75
Terence Dials,2006,BIG,79.75,81,106,253,84,4.25,,3.5,26.5,30,16,15.80%,,
Terran Petteway,2015,WING,76.75,78,104.5,209.2,83.25,6.5,3.1,3.32,25,31,15,4.90%,8.25,8.25
Terrance Ferguson,2017,WING,77.5,79,103,184.4,80.75,3.25,3.22,3.32,28.5,38,,5.80%,8.5,10
Terrance Roberson,2000,WING,77.5,,103.5,209,80,2.5,,,29,32.5,11,,,
Terrence Jones,2012,COMBO F,80.25,81.5,107,252,86.25,6,,3.4,29.5,34.5,12,7.70%,9,10
Terrence Ross,2012,WING,78,79,100.5,196.6,79.25,1.25,,3.28,31,37.5,2,3.20%,8.75,10.25
Terrence Williams,2009,WING,77,78.25,103.5,213.2,81,4,,3.18,30.5,37,9,5.10%,,
Terrico White,2010,COMBO G,75.75,77,101,202.6,81,5.25,,3.15,31,40,10,3.70%,9,10.5
Terry Rozier,2015,COMBO G,72.5,74.25,98.5,190.2,80.25,7.75,2.84,3.15,33,38,7,5.60%,8.25,8.5
Thaddeus Young,2007,WING,77.75,79.5,106,210,83.5,5.75,,3.19,34.5,37,13,4.90%,,
Thanasis Antetokounmpo,2014,WING,77.25,78.25,104.5,205.2,84,6.75,3.05,3.18,31.5,39.5,,6.10%,9,9.75
Theo Pinson,2018,WING,77,78.75,103.5,211.2,82.75,5.75,3.11,3.22,27,34,,7.40%,9,9
Theron Smith,2003,COMBO F,78.5,,104.5,234,82.25,3.75,,3.1,28.5,32,25,9.30%,,
Thomas Bryant,2017,BIG,81.5,82.75,112.5,247.8,90,8.5,3.12,3.37,25.5,33,,9.40%,9.5,10.25
Thomas Robinson,2012,BIG,79.75,80.75,106,244.2,87.25,7.5,,3.17,28.5,35.5,15,5.00%,9.75,10.5
Thomas Welsh,2017,BIG,83.5,84.5,109.5,254,84,0.5,,,,,,10.90%,9,10.5
Thon Maker,2016,BIG,83.75,84.75,110.5,216,87,3.25,3.09,3.33,32,36.5,,6.10%,8.75,9.5
Tiago Splitter,2004,BIG,82.25,83.75,109.5,233,86,3.75,,3.38,26,31.5,8,5.30%,,
Tim Bowers,2004,COMBO G,72.5,73.75,98,181,81,8.5,,3.21,37,43.5,13,2.60%,,
Tim Hardaway Jr.,2013,WING,76.5,78.25,101,199.4,79,2.5,2.93,3.25,31.5,37.5,16,6.10%,8,9.25
Tim Pickett,2004,COMBO G,75,76.25,100.5,207,79.5,4.5,,,,,,6.00%,,
Tito Maddox,2002,PG,75,,99,200,77,2,,3.24,27,32.5,0,,,
TJ Cummings,2004,WING,79.5,80.75,106.5,215,81.5,2,,3.12,27,31,6,6.70%,,
TJ Leaf,2017,BIG,80.75,81.75,107,222.2,83,2.25,3.27,3.27,29,34.5,,6.80%,8.5,9.5
TJ McConnell,2015,PG,72.5,74,96.5,187.8,74,1.5,3.09,3.3,26,31.5,7,7.30%,7.5,7
Tobias Harris,2011,COMBO F,78.5,79.75,103.5,222.8,83,4.5,,3.17,31.5,37.5,12,8.40%,8.75,9
Tom Timmerrmans,2004,BIG,82.5,83.5,107.5,272,83,0.5,,3.63,23,26.5,15,15.20%,,
